дата,ряд,показатель,значение,единица,источник_файл,флаг
2015-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Biocombustibili si deseuri",29.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie electrica",167.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie termica",1.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Total",3378.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Carbune",28.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Gaz natural",86.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Produse petroliere",3043.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Biocombustibili si deseuri",48.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie electrica",171.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie termica",2.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Total",4521.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Carbune",48.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Gaz natural",88.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Produse petroliere",4159.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Biocombustibili si deseuri",49.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie electrica",176.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie termica",1.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Total",4579.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Carbune",40.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Gaz natural",122.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Produse petroliere",4129.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Biocombustibili si deseuri",52.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie electrica",235.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie termica",1.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Total",5177.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Carbune",45.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Gaz natural",128.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Produse petroliere",4701.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Biocombustibili si deseuri",44.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie electrica",258.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie termica",1.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Total",5183.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Carbune",52.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Gaz natural",133.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Produse petroliere",4659.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Biocombustibili si deseuri",60.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie electrica",279.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie termica",0.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Total",6796.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Carbune",80.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Gaz natural",227.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Produse petroliere",6077.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Biocombustibili si deseuri",55.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie electrica",345.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie termica",12.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Total",5787.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Carbune",94.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Gaz natural",235.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Produse petroliere",5072.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Biocombustibili si deseuri",46.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie electrica",340.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Total",6106.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Carbune",100.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Gaz natural",103.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Produse petroliere",5509.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Biocombustibili si deseuri",55.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie electrica",339.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Total",5602.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Carbune",109.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Gaz natural",132.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Produse petroliere",4902.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Biocombustibili si deseuri",85.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie electrica",373.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie termica",1.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Total,1270.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Gaz natural,11.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Produse petroliere,1254.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Biocombustibili si deseuri,5.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Total,1215.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Produse petroliere,1213.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Biocombustibili si deseuri,2.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Total,1863.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Produse petroliere,1862.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Biocombustibili si deseuri,1.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Total,1809.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Produse petroliere,1809.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Total,2101.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Produse petroliere,1971.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Biocombustibili si deseuri,130.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Total,1911.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Produse petroliere,1550.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Biocombustibili si deseuri,361.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Total,1849.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Carbune,5.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Produse petroliere,1535.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Biocombustibili si deseuri,309.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Total,2126.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Carbune,18.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Produse petroliere,1588.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Biocombustibili si deseuri,520.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Total,3281.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Carbune,2.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Produse petroliere,2728.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Biocombustibili si deseuri,551.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Total,2728.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Produse petroliere,2386.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Biocombustibili si deseuri,342.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Total,3736.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Produse petroliere,3052.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Biocombustibili si deseuri,684.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Total,3025.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Carbune,1.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Produse petroliere,2567.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Biocombustibili si deseuri,457.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Total,3000.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Produse petroliere,2146.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,..Consumat in scopuri neenergetice | Biocombustibili si deseuri,854.0,ТДж,ENE020300_20260809-014024.xlsx,
