дата,ряд,показатель,значение,единица,источник_файл,флаг
2011-01-01,Внешняя торговля ПМР,Экспорт топливно-энергетических товаров (ПМР),173.8,млн $,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 15.2 и 15.3, стр. PDF 168"
2011-01-01,Внешняя торговля ПМР,Импорт топливно-энергетических товаров (ПМР),775.1,млн $,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 15.2 и 15.3, стр. PDF 168"
2011-01-01,Внешняя торговля ПМР,Экспорт товаров всего (ПМР),691.8,млн $,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 15.2 и 15.3, стр. PDF 168"
2011-01-01,Внешняя торговля ПМР,Импорт товаров всего (ПМР),1736.1,млн $,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 15.2 и 15.3, стр. PDF 168"
2012-01-01,Внешняя торговля ПМР,Экспорт топливно-энергетических товаров (ПМР),193.8,млн $,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 15.2 и 15.3, стр. PDF 168"
2012-01-01,Внешняя торговля ПМР,Импорт топливно-энергетических товаров (ПМР),905.8,млн $,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 15.2 и 15.3, стр. PDF 168"
2012-01-01,Внешняя торговля ПМР,Экспорт товаров всего (ПМР),696.6,млн $,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 15.2 и 15.3, стр. PDF 168"
2012-01-01,Внешняя торговля ПМР,Импорт товаров всего (ПМР),1800.2,млн $,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 15.2 и 15.3, стр. PDF 168"
2013-01-01,Внешняя торговля ПМР,Экспорт топливно-энергетических товаров (ПМР),143.6,млн $,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 15.2 и 15.3, стр. PDF 168"
2013-01-01,Внешняя торговля ПМР,Импорт топливно-энергетических товаров (ПМР),755.0,млн $,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 15.2 и 15.3, стр. PDF 168"
2013-01-01,Внешняя торговля ПМР,Экспорт товаров всего (ПМР),586.9,млн $,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 15.2 и 15.3, стр. PDF 168"
